loan_approved,predicted_loan_approved,predicted_probability,derived_race,derived_ethnicity,derived_sex
1,1,0.9320710009714909,Asian,Not Hispanic or Latino,Female
1,1,0.9335830544313424,Asian,Not Hispanic or Latino,Joint
1,1,0.9643894069322148,Asian,Not Hispanic or Latino,Male
1,1,0.868174311654174,White,Not Hispanic or Latino,Joint
0,1,0.95968337318427,Asian,Not Hispanic or Latino,Joint
1,1,0.9730356672026179,Black or African American,Not Hispanic or Latino,Joint
1,1,0.7969225276299404,White,Not Hispanic or Latino,Female
1,1,0.9493042404505163,Asian,Not Hispanic or Latino,Male
1,1,0.9443875912676079,Asian,Not Hispanic or Latino,Joint
1,1,0.9499261076119193,Asian,Not Hispanic or Latino,Joint
0,1,0.8429522568323292,Asian,Not Hispanic or Latino,Joint
1,1,0.8397595086199061,White,Not Hispanic or Latino,Male
1,1,0.9400193121583627,Asian,Not Hispanic or Latino,Male
1,1,0.9586223290856188,Asian,Not Hispanic or Latino,Joint
1,1,0.768770852114864,Asian,Not Hispanic or Latino,Male
1,1,0.8866876128712313,White,Not Hispanic or Latino,Joint
1,1,0.8942634555317902,White,Not Hispanic or Latino,Male
1,1,0.9326541417314294,Asian,Not Hispanic or Latino,Male
0,1,0.5176692452605414,White,Not Hispanic or Latino,Male
1,1,0.9201009875724545,White,Not Hispanic or Latino,Female
1,1,0.9128257877178944,Asian,Not Hispanic or Latino,Joint
1,1,0.9432005321057824,Asian,Not Hispanic or Latino,Male
1,1,0.9788603035737418,White,Hispanic or Latino,Joint
1,1,0.8596811871812872,White,Not Hispanic or Latino,Male
1,1,0.8888284104066349,White,Joint,Joint
1,1,0.9030570164306514,White,Not Hispanic or Latino,Joint
1,1,0.8103082195963072,Black or African American,Not Hispanic or Latino,Male
1,1,0.6978055495906823,White,Not Hispanic or Latino,Male
1,1,0.8773919505293419,White,Not Hispanic or Latino,Male
1,1,0.8773583444576966,White,Not Hispanic or Latino,Joint
1,1,0.8555081282893108,White,Not Hispanic or Latino,Male
1,1,0.8097447786179214,White,Not Hispanic or Latino,Joint
1,1,0.796744710608049,Asian,Not Hispanic or Latino,Female
1,1,0.6010689076879717,Black or African American,Hispanic or Latino,Male
1,1,0.8987814904170395,Asian,Not Hispanic or Latino,Joint
1,1,0.9473299901576365,White,Not Hispanic or Latino,Female
1,1,0.922509154459978,White,Not Hispanic or Latino,Male
1,1,0.7141568252512362,Asian,Not Hispanic or Latino,Male
1,1,0.849269563233022,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Joint
1,1,0.8734562364967204,White,Not Hispanic or Latino,Joint
0,0,0.33944363636518843,Asian,Not Hispanic or Latino,Female
1,1,0.8384676922612739,White,Joint,Joint
1,1,0.5979724036368766,White,Not Hispanic or Latino,Joint
1,1,0.6210967089415312,White,Not Hispanic or Latino,Joint
1,1,0.9187374390446017,Asian,Not Hispanic or Latino,Male
0,1,0.9754903727820117,Asian,Not Hispanic or Latino,Male
0,1,0.6515633745040508,Asian,Not Hispanic or Latino,Female
1,1,0.9514741115559117,Asian,Not Hispanic or Latino,Male
0,1,0.9157600641139267,Asian,Not Hispanic or Latino,Male
1,1,0.933766214935257,White,Not Hispanic or Latino,Male
1,1,0.8955586770833284,Asian,Not Hispanic or Latino,Joint
0,1,0.8621173593715407,White,Not Hispanic or Latino,Female
1,1,0.942655739064397,White,Not Hispanic or Latino,Joint
1,1,0.9379234509527,White,Not Hispanic or Latino,Male
1,1,0.9744856460966542,White,Not Hispanic or Latino,Joint
1,1,0.9074130012003155,Asian,Not Hispanic or Latino,Joint
0,1,0.9239008313855918,White,Not Hispanic or Latino,Male
1,1,0.8713372442255638,Black or African American,Not Hispanic or Latino,Male
0,1,0.9726302687840341,Asian,Not Hispanic or Latino,Joint
0,1,0.9663246614933537,White,Not Hispanic or Latino,Joint
1,1,0.9866655584320848,White,Not Hispanic or Latino,Male
1,1,0.9697562541548734,Asian,Not Hispanic or Latino,Joint
0,1,0.9375070905724284,Asian,Not Hispanic or Latino,Male
1,1,0.7498438728450988,Asian,Not Hispanic or Latino,Male
1,1,0.9023830209635094,Asian,Not Hispanic or Latino,Joint
0,1,0.9172109200116625,White,Not Hispanic or Latino,Joint
1,1,0.9369526336300628,Black or African American,Not Hispanic or Latino,Male
0,1,0.9208498207970677,White,Not Hispanic or Latino,Joint
0,1,0.9260498180601077,White,Not Hispanic or Latino,Joint
1,1,0.9760528185305387,Asian,Not Hispanic or Latino,Joint
1,1,0.7573536361944601,Asian,Not Hispanic or Latino,Female
1,1,0.9690229957830196,Asian,Not Hispanic or Latino,Joint
1,1,0.945703324752404,Asian,Not Hispanic or Latino,Female
1,1,0.9629569043565859,White,Not Hispanic or Latino,Joint
0,1,0.8111418904444314,Asian,Not Hispanic or Latino,Male
1,1,0.9393795406851881,Asian,Not Hispanic or Latino,Female
1,1,0.9019833431591298,Asian,Not Hispanic or Latino,Female
0,1,0.9669635754098553,Asian,Not Hispanic or Latino,Male
0,1,0.9754056290405421,Asian,Not Hispanic or Latino,Joint
1,1,0.8890599617450433,White,Not Hispanic or Latino,Joint
1,1,0.9356933587506775,White,Not Hispanic or Latino,Joint
1,1,0.9635104934440142,Asian,Not Hispanic or Latino,Joint
0,1,0.8546467385092436,Asian,Not Hispanic or Latino,Joint
1,1,0.9627941196186285,White,Joint,Joint
1,1,0.8070233619547346,White,Not Hispanic or Latino,Joint
1,1,0.9268773127462422,White,Not Hispanic or Latino,Male
0,1,0.9738600841811643,Asian,Not Hispanic or Latino,Male
1,1,0.963610766921614,White,Joint,Female
1,1,0.7875362831130516,White,Not Hispanic or Latino,Joint
1,1,0.9250144844536111,Asian,Not Hispanic or Latino,Joint
1,1,0.7767031150201322,Black or African American,Not Hispanic or Latino,Female
1,1,0.9466219017323033,White,Not Hispanic or Latino,Joint
1,1,0.6882808558980437,Asian,Not Hispanic or Latino,Female
1,1,0.9170546527062516,Asian,Not Hispanic or Latino,Male
1,1,0.924679828219412,Asian,Not Hispanic or Latino,Male
0,1,0.7887996735573062,White,Not Hispanic or Latino,Male
1,1,0.9774516834779542,White,Not Hispanic or Latino,Joint
1,1,0.9106094245457278,Asian,Not Hispanic or Latino,Joint
1,1,0.9470398129432113,White,Not Hispanic or Latino,Joint
0,1,0.9145212985835579,White,Not Hispanic or Latino,Joint
0,1,0.9729867242646576,Asian,Not Hispanic or Latino,Joint
1,1,0.8925885054686507,Asian,Not Hispanic or Latino,Male
0,1,0.8008157226258232,White,Hispanic or Latino,Male
1,1,0.9694050482884095,White,Not Hispanic or Latino,Joint
1,1,0.7693409491306064,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Female
1,1,0.9184088005240785,Asian,Not Hispanic or Latino,Joint
0,1,0.9882527469696746,White,Not Hispanic or Latino,Joint
0,1,0.9014204416127489,White,Not Hispanic or Latino,Joint
1,1,0.849751179627311,Asian,Not Hispanic or Latino,Male
1,1,0.9471681897474412,Asian,Not Hispanic or Latino,Joint
1,1,0.9633763495332366,White,Not Hispanic or Latino,Female
1,1,0.9718863835582966,Asian,Not Hispanic or Latino,Male
1,1,0.9404329743101227,Asian,Not Hispanic or Latino,Joint
0,1,0.9843477654071046,Asian,Not Hispanic or Latino,Male
1,1,0.8323824111465177,White,Not Hispanic or Latino,Joint
1,1,0.935253514237259,White,Not Hispanic or Latino,Joint
1,1,0.9704146393533825,Asian,Not Hispanic or Latino,Male
1,1,0.7104032776566102,White,Not Hispanic or Latino,Male
1,1,0.9218025171736782,Asian,Not Hispanic or Latino,Joint
1,1,0.9600881661670332,White,Not Hispanic or Latino,Joint
0,1,0.6647150165536286,White,Not Hispanic or Latino,Male
1,1,0.9810260235140087,White,Ethnicity Not Available,Female
1,1,0.9810407713442293,White,Not Hispanic or Latino,Male
1,1,0.9482584915172346,Asian,Not Hispanic or Latino,Joint
1,1,0.9523321621405224,Asian,Not Hispanic or Latino,Joint
1,1,0.9473681759460807,White,Not Hispanic or Latino,Male
1,1,0.9351249721337813,White,Not Hispanic or Latino,Joint
0,1,0.7101214455819028,White,Not Hispanic or Latino,Male
1,1,0.7108526564616235,White,Not Hispanic or Latino,Male
1,1,0.9301304431602321,Asian,Not Hispanic or Latino,Female
1,1,0.9862160322427137,White,Not Hispanic or Latino,Joint
1,1,0.9414105529202392,Asian,Not Hispanic or Latino,Male
1,1,0.9844772274695752,White,Not Hispanic or Latino,Male
1,1,0.9620377329096201,Asian,Not Hispanic or Latino,Male
1,1,0.964289114825705,Asian,Not Hispanic or Latino,Joint
1,1,0.9600685537292637,Asian,Not Hispanic or Latino,Joint
0,1,0.9755697015721292,Asian,Not Hispanic or Latino,Joint
1,1,0.936052992837551,Asian,Not Hispanic or Latino,Joint
1,1,0.859760674709568,Asian,Not Hispanic or Latino,Male
0,1,0.8839507745569934,White,Not Hispanic or Latino,Joint
1,1,0.8548511878272748,White,Not Hispanic or Latino,Male
1,1,0.8124553297063806,White,Not Hispanic or Latino,Male
1,1,0.9159114643698452,White,Not Hispanic or Latino,Joint
1,1,0.936811317232615,Asian,Not Hispanic or Latino,Joint
1,1,0.9746145433313116,White,Not Hispanic or Latino,Joint
1,1,0.9376678318098212,Asian,Not Hispanic or Latino,Joint
0,1,0.9508350777574005,White,Not Hispanic or Latino,Joint
1,1,0.9640630534570884,Asian,Not Hispanic or Latino,Female
1,1,0.9287006239946276,Asian,Not Hispanic or Latino,Male
1,1,0.8629913050205134,Asian,Not Hispanic or Latino,Male
1,1,0.9688801818139698,Asian,Not Hispanic or Latino,Joint
1,1,0.9509625528034716,White,Not Hispanic or Latino,Joint
1,1,0.7485251088708168,White,Not Hispanic or Latino,Joint
0,1,0.8829734353608474,Asian,Not Hispanic or Latino,Joint
1,1,0.6857998158077548,White,Joint,Joint
1,1,0.9856069840082089,White,Not Hispanic or Latino,Male
1,1,0.8719129704643057,Asian,Not Hispanic or Latino,Male
1,1,0.7726906438852389,White,Hispanic or Latino,Female
0,1,0.9731879828204543,Asian,Not Hispanic or Latino,Joint
1,1,0.9470838198060788,White,Not Hispanic or Latino,Female
1,1,0.9634346826389968,White,Not Hispanic or Latino,Joint
0,1,0.9310053687884269,White,Not Hispanic or Latino,Male
0,1,0.9348834163869422,Asian,Not Hispanic or Latino,Joint
1,1,0.9526231606742951,Asian,Not Hispanic or Latino,Joint
1,1,0.967143151186836,White,Not Hispanic or Latino,Female
0,1,0.941261431316993,Asian,Not Hispanic or Latino,Joint
1,1,0.9305190441346635,Asian,Not Hispanic or Latino,Joint
1,1,0.9459815085447509,White,Not Hispanic or Latino,Joint
1,1,0.9333052238273066,White,Not Hispanic or Latino,Joint
1,1,0.9764448965577543,Asian,Not Hispanic or Latino,Joint
1,1,0.955617438274019,White,Not Hispanic or Latino,Joint
1,1,0.7348053551204651,Asian,Not Hispanic or Latino,Joint
1,1,0.9581166404009058,Asian,Not Hispanic or Latino,Joint
1,1,0.9297213264432902,White,Not Hispanic or Latino,Male
1,1,0.9762440838783254,White,Not Hispanic or Latino,Joint
1,1,0.5831418651503967,White,Not Hispanic or Latino,Male
1,1,0.96902049695222,Asian,Not Hispanic or Latino,Joint
1,1,0.9474201698352177,White,Not Hispanic or Latino,Male
0,1,0.8983417401096019,Asian,Not Hispanic or Latino,Male
1,1,0.9440804761968223,White,Joint,Joint
1,1,0.9132790165636647,Asian,Not Hispanic or Latino,Sex Not Available
1,1,0.969577791990156,White,Not Hispanic or Latino,Joint
1,1,0.9069997127270168,Asian,Not Hispanic or Latino,Joint
1,1,0.8978215946627628,White,Not Hispanic or Latino,Joint
1,1,0.8565768448066268,Asian,Not Hispanic or Latino,Male
1,1,0.9865637048048508,Asian,Not Hispanic or Latino,Joint
1,1,0.9493943050734647,Asian,Not Hispanic or Latino,Joint
1,1,0.9713595169602055,Asian,Not Hispanic or Latino,Joint
1,1,0.7903618210568019,Asian,Not Hispanic or Latino,Male
0,1,0.7909681714571158,White,Not Hispanic or Latino,Male
1,1,0.9498170308008782,Asian,Not Hispanic or Latino,Joint
1,1,0.9173975527325081,White,Not Hispanic or Latino,Female
1,1,0.9203265709073671,White,Not Hispanic or Latino,Male
1,1,0.9626424993001159,Asian,Not Hispanic or Latino,Joint
1,1,0.8278726107382299,Asian,Not Hispanic or Latino,Joint
1,1,0.9789754934546953,Asian,Not Hispanic or Latino,Joint
1,1,0.96866960981976,Asian,Not Hispanic or Latino,Joint
1,1,0.6541377828699492,Asian,Not Hispanic or Latino,Male
1,1,0.8618200252819808,White,Not Hispanic or Latino,Joint
1,1,0.9134822592119778,White,Not Hispanic or Latino,Female
1,1,0.8951134016611556,Asian,Not Hispanic or Latino,Female
1,1,0.95372241741025,Asian,Not Hispanic or Latino,Male
1,1,0.8973415491464561,Asian,Not Hispanic or Latino,Female
1,1,0.9500721304014553,Asian,Not Hispanic or Latino,Joint
0,1,0.5741672067587177,Asian,Not Hispanic or Latino,Male
1,1,0.8007402844454762,White,Not Hispanic or Latino,Joint
1,1,0.9821853651522688,White,Not Hispanic or Latino,Female
1,1,0.9832012331821185,White,Not Hispanic or Latino,Joint
1,1,0.9755717307838845,Asian,Not Hispanic or Latino,Joint
1,1,0.8951351675287191,White,Not Hispanic or Latino,Male
1,1,0.9721875149550309,White,Not Hispanic or Latino,Joint
1,1,0.9348879618877751,Asian,Not Hispanic or Latino,Male
1,1,0.8924525983847498,Asian,Not Hispanic or Latino,Joint
1,1,0.7596160239164015,White,Not Hispanic or Latino,Joint
1,1,0.7836090500603736,Asian,Not Hispanic or Latino,Male
1,1,0.896088554871861,White,Not Hispanic or Latino,Joint
1,1,0.8978697194106725,White,Not Hispanic or Latino,Joint
1,1,0.9581689453180765,White,Not Hispanic or Latino,Joint
1,1,0.7615367385942181,Asian,Not Hispanic or Latino,Male
1,1,0.9508152359649609,Black or African American,Not Hispanic or Latino,Female
1,1,0.897592511903658,Asian,Not Hispanic or Latino,Joint
1,1,0.9166116418204779,Asian,Not Hispanic or Latino,Male
1,1,0.7366030908943046,Asian,Not Hispanic or Latino,Male
1,1,0.916155328359074,White,Not Hispanic or Latino,Male
1,1,0.8162752352908832,Asian,Not Hispanic or Latino,Male
1,1,0.8709136284856484,Asian,Not Hispanic or Latino,Male
1,1,0.9878821466871771,White,Not Hispanic or Latino,Joint
0,1,0.7731206373194568,White,Not Hispanic or Latino,Joint
1,1,0.7774303101678942,White,Not Hispanic or Latino,Joint
1,1,0.9398871987422197,White,Not Hispanic or Latino,Joint
1,1,0.9182031347176102,Asian,Not Hispanic or Latino,Female
1,1,0.9747519858514858,White,Not Hispanic or Latino,Male
1,1,0.8856098523342195,White,Not Hispanic or Latino,Male
1,1,0.9712577412167254,White,Not Hispanic or Latino,Joint
0,1,0.9923490791454574,White,Not Hispanic or Latino,Joint
1,1,0.9024011842731094,White,Joint,Joint
1,1,0.8871963273928819,Asian,Not Hispanic or Latino,Male
0,1,0.5877508046683496,Asian,Not Hispanic or Latino,Female
1,1,0.9434712746977645,White,Not Hispanic or Latino,Joint
1,1,0.9763526151367878,White,Not Hispanic or Latino,Joint
1,1,0.9807503641627239,White,Not Hispanic or Latino,Joint
0,1,0.9575801189120289,Asian,Not Hispanic or Latino,Joint
0,1,0.5549815515995838,White,Not Hispanic or Latino,Joint
0,1,0.8212296871817625,White,Hispanic or Latino,Male
1,1,0.9590278900090434,White,Not Hispanic or Latino,Female
1,1,0.6868147528664743,White,Not Hispanic or Latino,Male
0,1,0.5490845276891957,White,Not Hispanic or Latino,Male
1,1,0.5895055317517384,White,Not Hispanic or Latino,Female
0,1,0.6832046856763172,White,Not Hispanic or Latino,Female
1,1,0.8155057957393551,White,Not Hispanic or Latino,Male
0,1,0.5769996119477481,White,Not Hispanic or Latino,Male
0,1,0.7556395756773782,White,Not Hispanic or Latino,Male
0,1,0.929233117869037,Asian,Not Hispanic or Latino,Male
1,1,0.944148167705721,White,Not Hispanic or Latino,Joint
1,1,0.8377789035434219,Asian,Not Hispanic or Latino,Male
1,1,0.8923192744278481,White,Not Hispanic or Latino,Male
1,1,0.8528506191896414,White,Not Hispanic or Latino,Male
1,1,0.9238939529604543,White,Not Hispanic or Latino,Male
0,1,0.992442831330151,White,Not Hispanic or Latino,Joint
1,1,0.9761117354386395,White,Not Hispanic or Latino,Joint
0,1,0.8727018390382186,White,Not Hispanic or Latino,Joint
1,1,0.9709153543743821,White,Not Hispanic or Latino,Male
1,1,0.69756517770795,White,Ethnicity Not Available,Female
0,1,0.7814814447873735,White,Not Hispanic or Latino,Male
1,0,0.4021533184075357,2 or more minority races,Hispanic or Latino,Joint
1,1,0.6112383343843149,White,Not Hispanic or Latino,Male
0,1,0.9011032354635744,White,Not Hispanic or Latino,Male
1,1,0.6106983803847088,White,Ethnicity Not Available,Male
1,1,0.7671645323927789,Asian,Not Hispanic or Latino,Male
1,1,0.809130788395163,White,Not Hispanic or Latino,Joint
1,1,0.7045812375740711,White,Not Hispanic or Latino,Joint
1,1,0.9743415357424436,White,Not Hispanic or Latino,Female
1,1,0.9631569212547157,White,Not Hispanic or Latino,Joint
1,1,0.9293423611828612,Asian,Joint,Male
0,1,0.9208698098232254,White,Not Hispanic or Latino,Joint
1,1,0.8247670976770893,White,Hispanic or Latino,Female
1,1,0.5059479979847287,White,Not Hispanic or Latino,Male
0,1,0.8988349583651905,White,Ethnicity Not Available,Male
1,1,0.917412798316372,White,Ethnicity Not Available,Male
1,1,0.9598554139403781,White,Hispanic or Latino,Joint
0,1,0.9680719144700269,Asian,Not Hispanic or Latino,Joint
0,1,0.9425409693031017,White,Joint,Joint
1,1,0.9345994875471293,Asian,Not Hispanic or Latino,Joint
1,1,0.9601484234593161,Asian,Not Hispanic or Latino,Joint
1,1,0.8611577594402718,White,Not Hispanic or Latino,Joint
1,1,0.819993428805758,White,Not Hispanic or Latino,Female
1,1,0.7315792353797765,White,Not Hispanic or Latino,Male
0,0,0.4307909079538832,Asian,Joint,Joint
1,1,0.6541628056045377,White,Not Hispanic or Latino,Female
1,1,0.6179638082801657,White,Not Hispanic or Latino,Female
1,1,0.924563334859133,Asian,Not Hispanic or Latino,Joint
1,1,0.9479068871752172,White,Not Hispanic or Latino,Joint
1,1,0.5906319133319833,White,Hispanic or Latino,Male
0,1,0.9689510760480073,White,Not Hispanic or Latino,Male
1,1,0.9585082265125721,White,Not Hispanic or Latino,Female
0,1,0.5397623276868614,White,Joint,Joint
0,1,0.7142507839433885,White,Not Hispanic or Latino,Joint
1,1,0.9747828639099211,White,Not Hispanic or Latino,Joint
1,1,0.6961537847879364,Asian,Not Hispanic or Latino,Joint
1,1,0.6743745579478738,Asian,Not Hispanic or Latino,Female
1,1,0.9848248473806889,White,Not Hispanic or Latino,Male
1,1,0.970343291812118,White,Not Hispanic or Latino,Female
1,1,0.9227244082275013,White,Not Hispanic or Latino,Male
0,1,0.9799959632778159,White,Hispanic or Latino,Joint
0,1,0.9351399549100227,White,Not Hispanic or Latino,Joint
0,1,0.6248571713498335,White,Ethnicity Not Available,Male
1,1,0.8730345338564939,White,Joint,Joint
0,1,0.6779232276213264,White,Hispanic or Latino,Female
1,1,0.7012108412762512,White,Not Hispanic or Latino,Male
1,1,0.9327891458844382,White,Not Hispanic or Latino,Male
1,1,0.9304142916661378,Asian,Not Hispanic or Latino,Joint
1,1,0.6974250798884833,White,Joint,Joint
1,1,0.9259600485693972,Asian,Not Hispanic or Latino,Joint
1,1,0.9672666260468751,White,Not Hispanic or Latino,Male
1,1,0.9429270638907478,White,Not Hispanic or Latino,Male
1,1,0.9418634179281289,White,Not Hispanic or Latino,Female
1,1,0.8358665014772111,Asian,Not Hispanic or Latino,Male
0,1,0.6790159840649603,White,Hispanic or Latino,Male
1,1,0.9790715424496647,Asian,Not Hispanic or Latino,Male
0,1,0.9441526713808486,White,Not Hispanic or Latino,Female
0,1,0.7025029421397689,White,Not Hispanic or Latino,Joint
1,1,0.7838636090888937,Asian,Not Hispanic or Latino,Male
0,1,0.7359800252198304,Asian,Not Hispanic or Latino,Joint
0,1,0.5990922642379167,White,Not Hispanic or Latino,Male
1,1,0.7361417749520022,White,Not Hispanic or Latino,Joint
1,1,0.8086132718820952,White,Not Hispanic or Latino,Joint
1,1,0.6758280140798348,White,Not Hispanic or Latino,Male
0,0,0.27997418099117977,White,Not Hispanic or Latino,Joint
1,1,0.9284547471613491,White,Not Hispanic or Latino,Male
0,1,0.5229351414232903,White,Not Hispanic or Latino,Male
0,1,0.6636779911452615,White,Not Hispanic or Latino,Joint
1,1,0.9803453223614843,White,Not Hispanic or Latino,Female
0,1,0.9696397720048728,White,Not Hispanic or Latino,Joint
1,1,0.9351532158663748,White,Not Hispanic or Latino,Female
1,1,0.9823398021250592,White,Not Hispanic or Latino,Female
1,1,0.8188459997360172,White,Hispanic or Latino,Male
0,1,0.9577280878893009,White,Not Hispanic or Latino,Joint
1,1,0.9573367677546037,White,Not Hispanic or Latino,Male
1,0,0.446876346457431,Black or African American,Ethnicity Not Available,Male
1,1,0.8171069975662896,White,Not Hispanic or Latino,Female
1,1,0.6642396988690297,White,Not Hispanic or Latino,Male
1,1,0.9336135759728784,White,Not Hispanic or Latino,Female
1,1,0.9557695658843454,White,Hispanic or Latino,Male
1,1,0.6675678014377093,White,Not Hispanic or Latino,Male
1,1,0.930503051947314,White,Not Hispanic or Latino,Male
1,1,0.740767933119595,White,Hispanic or Latino,Female
1,1,0.7006151688538322,White,Not Hispanic or Latino,Male
0,0,0.31652704270922305,White,Not Hispanic or Latino,Joint
1,1,0.9345994875471293,Asian,Not Hispanic or Latino,Joint
1,1,0.9953658241258889,White,Not Hispanic or Latino,Male
1,1,0.9353367163773902,White,Not Hispanic or Latino,Male
0,1,0.6540812539183167,White,Not Hispanic or Latino,Male
0,1,0.5281252591052977,Asian,Not Hispanic or Latino,Male
1,1,0.6498009953427921,White,Hispanic or Latino,Joint
1,1,0.9602170651310094,Black or African American,Not Hispanic or Latino,Joint
1,1,0.9298145531071995,White,Not Hispanic or Latino,Female
0,1,0.9386702591878796,White,Not Hispanic or Latino,Joint
0,0,0.3472150933047493,Asian,Joint,Joint
0,1,0.7172866585795423,Black or African American,Not Hispanic or Latino,Male
1,1,0.8843263722646477,White,Not Hispanic or Latino,Joint
0,1,0.6365218667492604,White,Not Hispanic or Latino,Male
0,1,0.925541536805375,White,Not Hispanic or Latino,Male
1,1,0.7080673651056874,White,Not Hispanic or Latino,Joint
0,0,0.47345006226638686,White,Not Hispanic or Latino,Female
1,1,0.9845322946378732,White,Not Hispanic or Latino,Female
1,1,0.8945354113587994,White,Not Hispanic or Latino,Male
0,1,0.7439215677887396,White,Not Hispanic or Latino,Joint
0,1,0.7057336567582766,Black or African American,Not Hispanic or Latino,Male
1,1,0.8557223274129182,Asian,Not Hispanic or Latino,Joint
1,1,0.8182572821079936,White,Not Hispanic or Latino,Male
1,1,0.8145012786767555,White,Not Hispanic or Latino,Male
1,1,0.9180947483101004,White,Not Hispanic or Latino,Male
1,1,0.7915403458251963,Asian,Not Hispanic or Latino,Male
1,1,0.8388107887356898,White,Not Hispanic or Latino,Male
1,1,0.5857355103217549,White,Hispanic or Latino,Male
0,1,0.5521905813095921,White,Not Hispanic or Latino,Male
1,1,0.7558720868793274,White,Not Hispanic or Latino,Joint
1,1,0.6894676950657375,White,Hispanic or Latino,Male
1,1,0.7790929622374673,White,Not Hispanic or Latino,Joint
1,1,0.9235974323866419,White,Not Hispanic or Latino,Female
1,1,0.7942872922695504,White,Not Hispanic or Latino,Male
1,1,0.9394246531166037,White,Not Hispanic or Latino,Male
1,1,0.9365663121488452,Asian,Not Hispanic or Latino,Joint
1,1,0.833639812291996,Asian,Not Hispanic or Latino,Male
1,1,0.8003346700035879,White,Not Hispanic or Latino,Male
1,1,0.7097494475464471,Asian,Not Hispanic or Latino,Female
1,1,0.7851328747449473,White,Not Hispanic or Latino,Male
0,1,0.6782859575533373,White,Not Hispanic or Latino,Male
1,1,0.8689663714139031,White,Not Hispanic or Latino,Male
1,0,0.3978153559466665,Asian,Not Hispanic or Latino,Female
1,1,0.7839527443092309,White,Not Hispanic or Latino,Male
1,1,0.9875588010321681,American Indian or Alaska Native,Not Hispanic or Latino,Male
1,1,0.9912535412554742,Black or African American,Not Hispanic or Latino,Joint
1,1,0.9602100705123273,White,Not Hispanic or Latino,Female
1,1,0.8698881966893293,White,Not Hispanic or Latino,Joint
0,1,0.9184253718035047,White,Not Hispanic or Latino,Male
1,1,0.9478495823535924,Asian,Not Hispanic or Latino,Male
1,1,0.5927471101380316,White,Not Hispanic or Latino,Male
1,1,0.8152034489745462,White,Ethnicity Not Available,Sex Not Available
1,1,0.7882750092458811,White,Not Hispanic or Latino,Male
1,1,0.8570019140153753,White,Ethnicity Not Available,Male
1,1,0.7882750092458811,White,Not Hispanic or Latino,Male
1,1,0.7882750092458811,White,Not Hispanic or Latino,Male
1,1,0.7063686448034757,White,Not Hispanic or Latino,Male
1,1,0.9016339375949716,White,Not Hispanic or Latino,Male
1,1,0.6984233676576735,White,Not Hispanic or Latino,Male
1,1,0.9438141111723247,White,Not Hispanic or Latino,Joint
1,1,0.7188205659029918,Black or African American,Joint,Male
1,1,0.6874895961917006,White,Not Hispanic or Latino,Male
1,1,0.9620017187321347,White,Joint,Joint
1,1,0.6852986741279701,White,Not Hispanic or Latino,Male
1,1,0.9833923243590481,Asian,Not Hispanic or Latino,Male
1,1,0.6498701207342931,Asian,Not Hispanic or Latino,Male
1,1,0.6502572288543937,Asian,Not Hispanic or Latino,Male
1,1,0.6427638230403048,Asian,Not Hispanic or Latino,Male
1,1,0.6349394010589191,Asian,Not Hispanic or Latino,Male
1,1,0.6506305469577924,Asian,Not Hispanic or Latino,Male
1,1,0.6402713277694871,Asian,Not Hispanic or Latino,Male
1,0,0.4287380477306372,White,Not Hispanic or Latino,Male
1,1,0.9531409673975318,White,Not Hispanic or Latino,Female
1,1,0.6565745408105254,White,Not Hispanic or Latino,Male
1,1,0.8057299561334957,White,Not Hispanic or Latino,Male
1,1,0.9856245150761693,White,Not Hispanic or Latino,Male
1,1,0.6969341546274447,Black or African American,Not Hispanic or Latino,Male
1,1,0.635653823174188,White,Not Hispanic or Latino,Male
1,1,0.8639916579754715,Asian,Not Hispanic or Latino,Male
1,1,0.8052665430819939,White,Joint,Joint
1,1,0.6542755357808584,White,Not Hispanic or Latino,Male
1,1,0.833690604204039,White,Not Hispanic or Latino,Male
1,1,0.5916041917119804,Black or African American,Not Hispanic or Latino,Male
0,0,0.4344510706332553,Asian,Not Hispanic or Latino,Male
1,1,0.9691411217433284,White,Not Hispanic or Latino,Joint
1,1,0.7232913921246711,2 or more minority races,Not Hispanic or Latino,Male
1,1,0.8881905431711792,White,Not Hispanic or Latino,Male
1,1,0.8303729602444619,White,Not Hispanic or Latino,Female
1,1,0.8654648057317363,White,Not Hispanic or Latino,Female
1,1,0.9486654589295734,White,Not Hispanic or Latino,Male
1,1,0.730545071505622,White,Not Hispanic or Latino,Male
1,1,0.8850709288733458,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Male
1,1,0.8423947107077722,White,Not Hispanic or Latino,Male
1,1,0.8062819797201374,Black or African American,Not Hispanic or Latino,Female
1,1,0.8209492982188572,White,Joint,Joint
1,1,0.7657630235198671,White,Not Hispanic or Latino,Female
1,1,0.8666437028650233,Asian,Not Hispanic or Latino,Male
1,1,0.7528363137721946,White,Not Hispanic or Latino,Male
1,1,0.7844111220099557,White,Not Hispanic or Latino,Male
1,1,0.9485736630104915,White,Not Hispanic or Latino,Joint
1,1,0.8471825107749963,White,Not Hispanic or Latino,Male
1,1,0.7120143025075384,Black or African American,Hispanic or Latino,Male
1,1,0.8641819643162969,White,Not Hispanic or Latino,Male
1,1,0.9640142863600314,White,Not Hispanic or Latino,Male
